@relation tcTraining

@attribute text string
@attribute class_attr {0,1}

@data
'user tack 😃😃😃😃',0
'user youve been made into a finnish meme media',0
'brothers user user happy number sweden url',0
'user user user user user user user user user quality hashtag',0
'if you want a better understand and a new perspective of the situation in hashtag i suggest you start number by follo url',0
'user lol i just looked at the standings the east is so weak theyre sitting at number th rn with a record of number i thought theyd be lower',0
'sheila and i just got out of the blue lagoon after over number hours my body feels like dead weight',0
'what did you do user media',0
'pattern hashtag hashtag porn hashtag hashtag photography hashtag hashtag hashtag _society url',0
'user user user user what do you guys have planned for user 💪🤘',0
'♫ fantasmas ♪ by user url media',1
'the movie is from number s number years ago',0
'user user this made my day omg😂 url 🚨like 🚨 🚨subscribe 🚨 follow🇳🇴 hashtag number',0
'✨this year is gonna be gold ✨ hashtag hashtag hashtag hashtag number hashtag url',0
'mario puts on a movie of his choice then falls asleep number mins in to the movie 😐',0
'number something url',0
'user sfffhgnv thank you❤have you decided what colour youre going for and what kind of style yet',0
'user thanks and a happy new year to you to 🎇🎆🍾',0
'user did you hear what they said his moral dipped is this the proof i havent heard this before media',0
'♫ straight to the bank ♪ by user url media',1
'user i like your glassesulf g andersson',0
'user user of course u r right but the unbelievable happened &amp; the world have to deal with it well see whats he gonna do',0
'wind number ms wnw barometer number hpa falling temperature number c rain today number mm humidity number',1
'wind number ms e barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'user remembering hashtag a review costarring you url',0
'user jo youre such an useful and personable person thx',0
'baana bicycle counter today number same time last week number trend ↓number this year number number last year number number hashtag hashtag hashtag',1
'being in rental market unless you have number million bucks in the bank in cash you have no business buying a house url',0
'user user number people are moving across the border here every day as they commute to and from jobs its a bit tricky',0
'user hashtag made number palestinians homeless in the first week of number ; whether palestinians resist or not their homes are destroyed',0
'wind number ms e barometer number hpa falling temperature number c rain today number mm humidity number',1
'term effects will be on user will make dressing room politics more intriguing any way',0
'in hashtag number child dies every number minutes says hashtag number kids die every day user hashtag url',0
'user user this made my day omg😂 url 🚨like 🚨 🚨subscribe 🚨 follow🇳🇴 hashtag number',0
'user agreed more fun here url cc user',0
'handball world cup always a highlight cant beat being stuck at work and listening on the radio just beat the poles canny start',0
'wind number ms ese barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'rah this gif tho url',0
'happy new year 🎇',0
'wind number ms sse barometer number hpa falling temperature number c rain today number mm humidity number',1
'hashtag officials russian digital hashtag all over election hashtag url',0
'at the moment i dont speculate about passionate love regarding any woman',0
'news kodak ektachrome film is coming back',0
'♫ the song we were singing ♪ by user url media',1
'user user user user the same way my carrier has number minutes call time on our plans',0
'user user user user user id put a derek fisherdelly type pg next to jimmy if i could',0
'♫ rainbow ♪ by user url media',1
'missing the snow it skipped london this year hashtag media',0
'now we gotta wait another week',0
'i thought this sign was cute even though i have no idea what it url',0
'‼ the service « url » might be a bit shaky we are doing our best to stabilize it',1
'i just finished walking number km in number mnumber s with hashtag hashtag url',1
'user you must not forget that you have been taking for doping in number',0
'user they recently added featherweight division to ufc so i wish you good luck in your mma journey',0
'our hashtag and hashtag papers and hashtag are the ultimate dazzlers to attract shoppers attention url',0
'wind number ms e barometer number hpa vakaa temperature number c rain today number mm humidity number',1
'i cant get over the fact school really starts tomorrow',0
'wind number ms nne barometer number hpa falling quickly temperature number c rain today number mm humidity number',1
'number verified accounts helped to turn gott nytt number into a trending topic these accounts were user &amp; user — hashtag',1
'time to analyse the rnaseq data media',0
'user good morning my friend have a beautiful monday',0
'user hardly i am the most tolerant person work my network excluding masochist integration has failed for now give it time',0
'wind number ms wsw barometer number hpa rising temperature number c rain today number mm humidity number',1
'here we go intro to hashtag soon media',0
'germany promises move towards a more transparent baltfish url media',0
'kanada appeared on sunday number at the number th place in the topnumber of stockholms trends url hashtag',1
'scientists should not resign themselves to brexit nature news &amp; comment url via user',0
'nice personal note from the sneaker store consilkbh hashtag hashtag hashtag hashtag url',0
'head over to spotify folks and listen to my single thanks a million ❤️🙏🏻 url',0
'wind number ms s barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'temp number c windnumber ms pressure number hpa falling slowly rain today number mm forecast stormy much precipitation',1
